FJ Accounts Receivable Aging Report ,,,,,,,,,,,,,,,,,,,
Legal Entity,"Alpha Ducts LLC,Alpine Coils Industry LLC,DC Serve Equipment Trading LLC,Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,FJ Care Air Condition Trading LLC,FJ Care Technical Services LLC,FJ Electrical Engineering and General Trading Co. Limited,FJ Industries WLL,FJ Trading and Engineering Co. WLL,Faisal Jassem Trading Company LLC,Faisal Jassim Al Dosari Trading Owned By Faisal Jassim Mohammad Aldosari One Person Co. LLC,Faisal Jassim Engineering and Trading Co. LLC,Faisal Jassim Industries LLC,Faisal Jassim Trading Co. LLC,Flowtech Air Distribution Industries LLC,Future Journey Energy Solutions LLC,Metaform Industries LLC,Multiplast Dubai LLC,Raphael Khlat India Private Limited,Raphael Khlat Middle East FZCO,Tawreed Co. LLC,Tawreed Integrated Industries,ZZZ_DO_NOT_USE_IRQOLD",,,,,,,,,,,,,,,,,,
Division,"4010-Air Handling Unit,4020-Alpha Ducts,4030-Damper,4040-Alpine,4050-Insulation,4060-Busbar,4070-Chiller,4080-Corporate Administration,4090-Corporate Finance,4100-Corporate HR,4110-Corporate HSE & Internal Audit,4120-Corporate IT,4130-Corporate Logistics,4140-Corporate Management,4150-Corporate Marketing,4160-Corporate Procurement,4170-DC Serve,4180-Ducting ,4190-ECS Promaster,4200-ECS Promaster KSA,4210-Euroclima Middle East,4220-FJ Care,4230-FJ Energy,4240-FJ Iraq,4250-FJ Qatar Corporate,4260-Flowtech,4270-Flowtech KSA,4280-Lighting Solutions,4290-Metaform,4300-Multiplast KSA,4310-Multiplast UAE,4320-Pumps Aquaflo,4330-Pumps KSA,4340-Qatar MEP,4350-RKME ,4360-Ventilation Fans,4370-KSA Corporate,4380-DIP MPD Factory UAE",,,,,,,,,,,,,,,,,,
Business Unit,"Air Handling Unit KSA BU,Air Handling Unit UAE BU,Alpha Ducts KSA BU,Alpha Ducts Oman BU,Alpha Ducts Qatar BU,Alpha Ducts UAE BU,Alpine Coils General UAE BU,Alpine Coils UAE BU,Alpine Filter Frame UAE BU,Busbar UAE BU,Chiller UAE BU,Corporate Administration Abu Dhabi BU,Corporate Administration Dossari Trading UAE BU,Corporate Administration India BU,Corporate Administration Industries KSA BU,Corporate Administration Oman BU,Corporate Administration UAE BU,Corporate Finance India BU,Corporate Finance Industries KSA BU,Corporate Finance UAE BU,Corporate HR UAE BU,Corporate HSE & Internal Audit India BU,Corporate HSE & Internal Audit UAE BU,Corporate IT India BU,Corporate IT Industries KSA BU,Corporate IT UAE BU,Corporate Industries UAE BU,Corporate KSA BU,Corporate Logistics India BU,Corporate Logistics Industries KSA BU,Corporate Logistics UAE BU,Corporate Management UAE BU,Corporate Marketing UAE BU,Corporate Procurement UAE BU,DC Serve Cooling Tower KSA BU,DC Serve Cooling Tower Qatar BU,DC Serve Cooling Tower UAE BU,DC Serve General UAE BU,DC Serve Heat Exchanger KSA BU,DC Serve Heat Exchanger UAE BU,DC Serve KSA Operation UAE BU,DC Serve Qatar Operation UAE BU,DC Serve Valves KSA BU,DC Serve Valves Qatar BU,DC Serve Valves UAE BU,DCSM UAE BU,DIP MPD Factory UAE,Ducting FT Industries UAE BU,Ducting UAE BU,ECS Promaster India BU,ECS Promaster Industries KSA BU,ECS Promaster UAE BU,Euroclima Middle East AHU KSA BU,Euroclima Middle East AHU Qatar BU,Euroclima Middle East AHU UAE BU,Euroclima Middle East Export UAE BU,Euroclima Middle East FCU UAE BU,Euroclima Middle East General UAE BU,Euroclima Middle East KSA Operation UAE BU,Euroclima Middle East QTR Operation UAE BU,Euroclima Middle East Service UAE BU,FJ Care Casual Jobs UAE BU,FJ Care General UAE BU,FJ Care Projects UAE BU,FJ Care Services & AMC UAE BU,FJ Energy Boiler UAE BU,FJ Energy General UAE BU,FJ Energy KSA BU,FJ Energy KSA Operation UAE BU,FJ Energy Photovoltaic UAE BU,FJ Energy Plumbing UAE BU,FJ Energy Qatar BU,FJ Energy Qatar Operation UAE BU,FJ Energy Renewable UAE BU,FJ Energy Services UAE BU,FJ Iraq BU,FJ Iraq UAE BU,FJ Qatar Corporate BU,FJC AC Product Trading (FJC) UAE BU,FJC AC Product Trading KSA BU,FJC AC Product Trading UAE BU,FJC AC Spare Parts (FJC) UAE BU,FJC AC Spare Parts UAE BU,FJC AC Trading (FJC) UAE BU,FJC AC Trading UAE BU,Flowtech Dampers UAE BU,Flowtech FT Industries UAE BU,Flowtech Industries KSA BU,Flowtech KSA BU,Flowtech Oman BU,Flowtech Qatar BU,Flowtech UAE BU,Insulation KSA BU,Insulation Trading UAE BU,Insulation UAE BU,Lighting Solutions KSA BU,Lighting Solutions UAE BU,Metaform Access Panel Solution UAE BU,Metaform Architectural Metal Solution UAE BU,Metaform General Fabrication Solution UAE BU,Metaform General UAE BU,Metaform High-Performance Opening Solution UAE BU,Metaform KSA BU,Metaform Metal Enclosure Solution UAE BU,Metaform Metal Profile Solution UAE BU,Metaform POD UAE BU,Multiplast Industries KSA BU,Multiplast KSA BU,Multiplast UAE BU,Nationalisation Industries UAE BU,Nationalisation KSA BU,Nationalisation KSA Industries BU,Nationalisation UAE BU,Nationalization FT Industries UAE BU,Pumps Aquaflo General UAE BU,Pumps Aquaflo India BU,Pumps Aquaflo KSA BU,Pumps Aquaflo Oman BU,Pumps Aquaflo Service Oman BU,Pumps Aquaflo Service UAE BU,Pumps Aquaflo UAE BU,Qatar MEP BU,RKME UAE BU,Ventilation Fans Trading UAE BU,Ventilation Fans UAE BU",,,,,,,,,,,,,,,,,,
GL Code,All ,,,,,,,,,,,,,,,,,,
Aging As on,31/03/2026,,,,,,,,,,,,,,,,,,
Report Currency,Accounted,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legal Entity,Division,Business Unit,GL Code,Customer Type,Customer Registry ID,Customer Account Number,Name of Customer,Country of customer,Currency,Total Receivable Value,Current/Not Due,0-30 days,31-60 days,61-90 days,91-120 days,121-180 days,181-365 days,366 to 730 days,Above 730 days
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭101711‬,306-101711,CODES CONSTRUCTION LLC,AE,AED,"56,266.57",0.00,"19,451.88","19,900.68","8,955.14","7,958.87",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭103174‬,306-103174,INTERNATIONAL ELECTRO-MECHANICAL SERVICES CO. LLC,AE,AED,"41,676.17",0.00,0.00,"12,348.63","13,542.89","15,784.65",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭102686‬,306-102686,GMCO ELECTROMECHANICAL WORKS,AE,AED,"3,181.98",0.00,0.00,347.76,0.00,"1,612.80","1,217.16",2.59,1.67,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭105552‬,306-105552,TRANS EMIRATES ELECTRICAL & MECHANICAL WORKS LLC,AE,AED,"40,239.26",0.00,"40,238.31",0.00,0.95,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭103377‬,306-103377,KHANSAHEB INDUSTRIES OWNED BY KHANSAHEB INVESTMENT ONE PERSON CO LLC,AE,AED,"2,96,352.00",0.00,"1,02,816.00","1,02,816.00","60,480.00","30,240.00",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121201-Accounts Receivables‬,External,‭100756‬,306-100756,AL REEM HOSPICO CO.LLC,AE,AED,"40,542.60",0.00,0.00,0.00,0.00,0.00,"3,045.00","37,497.60",0.00,0.00
Faisal Jassim Trading Co. LLC,‭4360‬,Ventilation Fans Trading UAE BU,‭121201-Accounts Receivables‬,External,‭104745‬,307-104745,ROYAL ADVANCE ELECTROMECHANICAL LLC,AE,AED,"19,14,880.20",0.00,0.00,0.00,"12,01,620.52","7,13,259.68",0.00,0.00,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121201-Accounts Receivables‬,External,‭102392‬,307-102392,EXPERTS CO FOR AC SYSTEMS LLC,AE,AED,"68,159.00",0.00,0.00,0.00,0.00,0.00,0.00,"68,159.00",0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121201-Accounts Receivables‬,External,‭104745‬,307-104745,ROYAL ADVANCE ELECTROMECHANICAL LLC,AE,AED,"47,854.02",0.00,0.00,0.00,0.00,0.00,0.00,"47,854.02",0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Nationalisation UAE BU,‭121501-Due from Related Parties‬,Internal,‭102416‬,102416,FAISAL JASSIM INDUSTRIES LLC (R),AE,AED,"2,98,142.38",0.00,"61,145.14","1,25,288.18","57,530.34","54,178.72",0.00,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121201-Accounts Receivables‬,External,‭104820‬,308-104820,SAFARIO AC MAINTENANCE LLC,AE,AED,"14,971.20",0.00,0.00,0.00,"1,953.00","1,942.50","3,420.90","7,654.80",0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121201-Accounts Receivables‬,External,‭104065‬,308-104065,NATIONAL PAINTS FACTORIES CO. LTD.,AE,AED,"4,200.00",0.00,"1,837.50",0.00,0.00,0.00,0.00,"2,362.50",0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121201-Accounts Receivables‬,External,‭103870‬,309-103870,MOHAMMAD AHMAD ATIQ ALMEHARI,AE,AED,"4,452.50",0.00,"4,452.00",0.00,0.00,0.00,0.00,0.50,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Product Trading (FJC) UAE BU,‭121201-Accounts Receivables‬,External,‭101132‬,309-101132,ARABIAN CONSTRUCTION COMPANY LLC SPC,AE,AED,"85,711.50",0.00,0.00,0.00,0.00,0.00,10.50,"85,701.00",0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Trading (FJC) UAE BU,‭121201-Accounts Receivables‬,External,‭105739‬,309-105739,VOLTAS LIMITED -DXB,AE,AED,"7,686.00",0.00,0.00,0.00,0.00,0.00,0.00,"7,686.00",0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Trading (FJC) UAE BU,‭121201-Accounts Receivables‬,External,‭101007‬,309-101007,ALMOHREK ALEBDA TECHNICAL WORKS LLC,AE,AED,"1,540.35",0.00,0.00,0.00,0.00,"1,540.35",0.00,0.00,0.00,0.00
FJ Industries WLL,‭4020‬,Alpha Ducts Qatar BU,‭121201-Accounts Receivables‬,External,‭107261‬,311-107261,BEYOND TRAD. & CONT. WLL,QA,QAR,"14,054.40",0.00,0.00,"14,054.40",0.00,0.00,0.00,0.00,0.00,0.00
FJ Industries WLL,‭4260‬,Flowtech Qatar BU,‭121201-Accounts Receivables‬,External,‭107518‬,311-107518,LAFFAN REFRIGERATION,QA,QAR,"6,769.95",0.00,0.00,0.00,"2,280.00",0.00,0.00,"4,489.95",0.00,0.00
FJ Trading and Engineering Co. WLL,‭4210‬,Euroclima Middle East AHU Qatar BU,‭121201-Accounts Receivables‬,External,‭107200‬,312-107200,ALFARDAN PROPERTIES,QA,QAR,"10,500.00",0.00,0.00,0.00,0.00,0.00,0.00,"10,500.00",0.00,0.00
FJ Trading and Engineering Co. WLL,‭4340‬,Qatar MEP BU,‭121201-Accounts Receivables‬,External,‭107269‬,312-107269,BOJAMHOOR MECHANICAL & ELECTRICAL CO,QA,QAR,"1,20,000.10",0.00,0.00,"1,20,000.10",0.00,0.00,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Plumbing UAE BU,‭121201-Accounts Receivables‬,External,‭100287‬,313-100287,AL ARABIA ELECTRO MECHANICAL LLC (JUMA AL MAJID),AE,AED,528.71,0.00,0.00,0.00,0.00,0.00,528.71,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Plumbing UAE BU,‭121201-Accounts Receivables‬,External,‭106558‬,313-106558,COMBINED COOPERATION COMPANY GENERAL TRADING & CONTRACTING,KW,AED,68.95,0.00,0.00,0.00,0.00,0.00,68.95,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Renewable UAE BU,‭121201-Accounts Receivables‬,External,‭100705‬,313-100705,AL QANDEEL CONTRACTING CO. LLC,AE,AED,"4,726.00",0.00,0.00,0.00,0.00,"4,725.00",0.50,0.50,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Services UAE BU,‭121201-Accounts Receivables‬,External,‭105461‬,313-105461,THE RITZ CARLTON ABU DHABI GRAND CANAL,AE,AED,"87,478.86",0.00,"25,987.50","9,155.41","15,585.95","36,750.00",0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Services UAE BU,‭121201-Accounts Receivables‬,External,‭105716‬,313-105716,VIDA EMIRATES HILLS HOTEL L.L.C,AE,AED,"15,461.30",0.00,0.00,"5,486.26",0.00,0.00,"4,987.52","4,987.52",0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform Access Panel Solution UAE BU,‭121201-Accounts Receivables‬,External,‭107875‬,314-107875,Danube Building Materials Co WLL,QA,AED,"2,25,700.00",0.00,"51,500.00","63,600.00","1,10,600.00",0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4170‬,DC Serve Valves KSA BU,‭121501-Due from Related Parties‬,Internal,‭101889‬,101889,DC SERVE EQUIPMENT TRADING LLC (R),AE,SAR,"1,92,841.28",0.00,"1,92,841.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4330‬,Pumps Aquaflo KSA BU,‭121201-Accounts Receivables‬,External,‭108560‬,318-108560,SHARQAWI CO.,SA,SAR,"-3,44,743.29",0.00,0.00,0.00,0.00,0.00,"-3,44,743.79",0.00,0.50,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108464‬,319-108464,SAUDI AMANA CONTRACTING CO.,SA,SAR,"12,383.88",0.00,0.00,0.00,"2,190.75",805.00,"1,649.10","7,739.03",0.00,0.00
Tawreed Integrated Industries,‭4300‬,Multiplast Industries KSA BU,‭121501-Due from Related Parties‬,Internal,‭103998‬,103998,MULTIPLAST DUBAI LLC (R),AE,SAR,"2,98,220.00",0.00,0.00,0.00,0.00,"2,98,220.00",0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4180‬,Ducting FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭104546‬,322-104546,QUANTUM ADVANTAGE ELECTROMECHANICAL WORKS LLC,AE,AED,"8,101.60",0.00,0.00,"8,101.60",0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭101253‬,322-101253,ATLAS CONTINENT CONTRACTING,AE,AED,193.47,0.00,0.00,0.00,193.47,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭101757‬,322-101757,CONVERSION ELECTROMECHANICAL COMPANY LLC,AE,AED,"70,931.07",0.00,"70,931.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭102060‬,322-102060,DUPOD INDUSTRIES LLC,AE,AED,57.75,0.00,57.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102195‬,306-102195,ELMA ELECTROMECHANICAL CO LLC,AE,AED,"12,672.97",0.00,0.00,0.00,0.00,0.00,430.91,"12,242.06",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,0.00,0.00,0.00,0.00,"-21,49,998.79",0.00,0.00,"21,49,998.79",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102877‬,306-102877,HANDYWORKS FITOUT CONTRACTING L.L.C,AE,AED,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102656‬,306-102656,GINCO ELECT. & SANITARY CONT. CO. LLC,AE,AED,"83,701.27",0.00,"43,105.62","33,886.77","6,170.83",470.22,0.00,67.83,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭105325‬,306-105325,TARGET INTERNATIONAL AIR CONDITIONING CONTRACTING MAINTENANCE L.L.C,AE,AED,935.29,0.00,0.00,0.00,934.50,0.48,0.16,0.15,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121501-Due from Related Parties‬,Internal,‭101019‬,101019,ALPHA DUCTS LLC (R),AE,AED,"84,949.94",0.00,0.00,0.00,"1,527.75",0.00,"83,422.19",0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121201-Accounts Receivables‬,External,‭108821‬,317-108821,ARTISAN WOODWORKS LLC,AE,AED,"1,59,534.00",0.00,0.00,"62,334.00",0.00,"97,200.00",0.00,0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121201-Accounts Receivables‬,External,‭108835‬,317-108835,D N B DESIGN CONCEPTS INTERIORS LLC,AE,AED,"1,68,850.00",0.00,0.00,"1,77,600.00",0.00,0.00,"-8,750.00",0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭106024‬,301-106024,SUPERIOR GROUP,AL,AED,"6,40,882.93",0.00,0.00,0.00,0.00,0.00,"1,16,350.29","5,24,532.64",0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭100215‬,301-100215,AIRMAX AC INDUSTRY LLC,AE,AED,"2,35,759.44",0.00,"57,637.44","1,78,122.00",0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121201-Accounts Receivables‬,External,‭105552‬,303-105552,TRANS EMIRATES ELECTRICAL & MECHANICAL WORKS LLC,AE,AED,"61,665.62",0.00,0.00,"61,665.62",0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭101197‬,303-101197,ARTS ISLAND CONTRACTING GENERAL MAINTENANCE & DECOR LLC,AE,AED,"3,675.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,675.00",0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭105763‬,303-105763,WAFI HOTELS LLC.,AE,AED,"47,075.70",0.00,0.00,"33,600.00",0.00,"13,475.70",0.00,0.00,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East Export UAE BU,‭121201-Accounts Receivables‬,External,‭106153‬,304-106153,CHINA STATE CONSTRUCTION ENGINEERING CORP. LTD,EG,AED,"1,52,718.84",0.00,0.00,0.00,0.00,"1,52,718.84",0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4260‬,Flowtech Oman BU,‭121201-Accounts Receivables‬,External,‭106961‬,305-106961,MUSCAT ELECTRONICS LLC,OM,OMR,204.14,0.00,0.00,0.00,0.00,0.00,94.19,109.96,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4260‬,Flowtech Oman BU,‭121201-Accounts Receivables‬,External,‭106985‬,305-106985,OMAN SHAPOORJI CONST. CO. LLC,OM,OMR,"13,955.16",0.00,0.00,0.00,"10,278.45","3,676.71",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭104295‬,306-104295,PALM LEAVES GENERAL CONTRACTING L.L.C,AE,AED,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121201-Accounts Receivables‬,External,‭104917‬,306-104917,SCALE ELECTROMECHANICAL WORKS & AIRCONDITIONING LLC,AE,AED,"4,113.39",0.00,0.00,0.00,0.00,181.44,"3,931.94",0.01,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭103702‬,306-103702,MDS SITE & POWER SOLUTIONS LLC,AE,AED,"24,916.51",0.00,0.00,0.00,"18,900.00",0.00,"6,016.50",0.00,0.01,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121501-Due from Related Parties‬,Internal,‭102418‬,102418,FAISAL JASSIM TRADING CO. LLC (DUBAI) (R),AE,AED,"7,62,773.76",0.00,0.00,0.00,"-3,70,000.00",0.00,0.00,"5,23,054.60","6,09,719.16",0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭105375‬,306-105375,TECHNO STAR ELECTROMECHANICAL CONTRACTING,AE,AED,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭101581‬,306-101581,CAPITAL ROADS CONTRACTING AND GENERAL MAINTENANCE,AE,AED,"1,02,617.09",0.00,"97,262.55",0.00,0.00,"5,354.51",0.03,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭102232‬,306-102232,EMIRATES ELECTRICAL & INSTRUMENTATION COMPANY LLC,AE,AED,881.50,0.00,0.00,0.00,881.50,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭104308‬,306-104308,PARAMOUNT STAR ELECTROMECHANICAL SERVICES,AE,AED,98.03,0.00,0.00,0.00,98.03,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121201-Accounts Receivables‬,External,‭105766‬,306-105766,WAFI PROPERTY LLC,AE,AED,"77,473.20",0.00,0.00,"2,625.00","55,843.20",0.00,"19,005.00",0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121201-Accounts Receivables‬,External,‭104109‬,308-104109,NG GLOBAL FZ-LLC,AE,AED,"3,486.00",0.00,677.25,0.00,0.00,"1,260.00",0.00,"1,548.75",0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121201-Accounts Receivables‬,External,‭101908‬,308-101908,DELTA DCS DISTRICT COOLING SERVICES LLC,AE,AED,"3,139.50",0.00,0.00,"3,139.50",0.00,0.00,0.00,0.00,0.00,0.00
FJ Industries WLL,‭4020‬,Alpha Ducts Qatar BU,‭121201-Accounts Receivables‬,External,‭107418‬,311-107418,GERMIN TRADING AND CONTRACTING,QA,QAR,"64,241.05",0.00,0.00,"53,556.25",0.00,0.00,0.00,"8,668.80","2,016.00",0.00
FJ Industries WLL,‭4020‬,Alpha Ducts Qatar BU,‭121201-Accounts Receivables‬,External,‭107518‬,311-107518,LAFFAN REFRIGERATION,QA,QAR,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70
FJ Trading and Engineering Co. WLL,‭4210‬,Euroclima Middle East AHU Qatar BU,‭121201-Accounts Receivables‬,External,‭107785‬,312-107785,TAKYEEF ELECTROMECHANICAL,QA,QAR,-2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.97,0.00
FJ Trading and Engineering Co. WLL,‭4230‬,FJ Energy Qatar BU,‭121201-Accounts Receivables‬,External,‭107585‬,312-107585,MINISTRY OF INTERIOR - BUILDING AFFAIRS DEPARTMENT,QA,QAR,"39,666.68",0.00,"39,666.67",0.00,0.00,0.00,0.00,0.01,0.00,0.00
FJ Trading and Engineering Co. WLL,‭4340‬,Qatar MEP BU,‭121201-Accounts Receivables‬,External,‭107859‬,312-107859,WASEEF COMPANY,QA,QAR,"47,150.00",0.00,0.00,"3,650.00",0.00,0.00,"43,500.00",0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭103619‬,315-103619,MANZAR AL SABAH LANDSCAPE & GARDENING WORKS & MAINTENANCE,AE,AED,0.35,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108239‬,319-108239,GTS - GERMAN TECHNICAL SERVICES CO.,SA,SAR,"1,06,658.90",0.00,"36,667.75","18,473.60","51,517.55",0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭101537‬,322-101537,BUILD UP ELECTROMECHANICAL WORKS LLC,AE,AED,"49,694.95",0.00,"27,107.92","18,652.42","3,934.61",0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭121201-Accounts Receivables‬,External,‭108387‬,318-108387,Nesma & Partners Contracting Co A Closed Joint Stock Company,SA,SAR,"7,20,402.12",0.00,0.00,0.00,0.00,0.00,0.00,"7,20,402.12",0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭121501-Due from Related Parties‬,Internal,‭102499‬,102499,FJCARE AIR CONDITION TRADING LLC (R),AE,AED,"86,100.00",0.00,0.00,"86,100.00",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121501-Due from Related Parties‬,Internal,‭102500‬,102500,FJCARE TECHNICAL SERVICES LLC (R),AE,AED,"1,16,368.27",0.00,0.00,0.00,0.00,0.00,"18,353.87",0.00,"98,014.40",0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102124‬,306-102124,EDGE S C M BUILDING CONTRACTING LLC,AE,AED,0.47,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭102985‬,306-102985,HK ADVANCE ELECTROMECHANICAL CONTRACTING,AE,AED,"2,362.58",0.00,0.00,"2,362.58",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭101313‬,306-101313,BAHRAIN & EMIRATES ELECTRICAL & MECHANICAL CONTRACTING LLC (BEMCO),AE,AED,"86,009.41",0.00,"73,692.61",0.00,"12,316.68",0.00,0.02,0.10,0.00,0.00
